阶段,分组,小组排名,球队,球员姓名,位置,号码,国籍,出生日期,年龄,身高(cm),体重(kg),球员来源ID,照片URL
世界杯小组赛,Group F,2,Japan,Keisuke GOTO,FW,9,JPN,2005/6/3,21,191,70,464339,https://digitalhub.fifa.com/transform/389ec308-0914-4e7e-95e6-302c1d7bb0b0/GOTO-Keisuke_464339
世界杯小组赛,Group F,2,Japan,Ayase UEDA,FW,18,JPN,1998/8/28,27,182,76,430413,https://digitalhub.fifa.com/transform/1b05e82f-94e8-470d-9c12-f9bdf1a0e080/UEDA-Ayase_430413
世界杯小组赛,Group F,2,Japan,Koki OGAWA,FW,19,JPN,1997/8/8,28,186,78,403293,https://digitalhub.fifa.com/transform/3b346456-0904-4429-ac8d-1acb2c2a1934/OGAWA-Koki_403293
世界杯小组赛,Group F,2,Japan,Kento SHIOGAI,FW,26,JPN,2005/3/26,21,180,77,520218,https://digitalhub.fifa.com/transform/86999b3c-aa5d-46d6-b42e-1601dd197182/SHIOGAI-Kento_520218
世界杯小组赛,Group J,4,Jordan,YAZEED ABULAILA,GK,1,JOR,1993/1/8,33,188,87,397894,https://digitalhub.fifa.com/transform/155d55d5-4b94-4b50-9ed1-b9a102a501a2/YAZEED-ABULAILA_397894
世界杯小组赛,Group J,4,Jordan,NOUR BANIATEYAH,GK,12,JOR,1993/1/25,33,179,76,483127,https://digitalhub.fifa.com/transform/6c4042af-5cac-4b05-94b8-c57aa8f3083f/NOUR-BANIATEYAH_483127
世界杯小组赛,Group J,4,Jordan,ABDALLAH ALFAKHORI,GK,22,JOR,2000/1/22,26,190,80,431223,https://digitalhub.fifa.com/transform/3f7678fc-eab6-4d7c-81a4-2341b7f3ab10/ABDALLAH-ALFAKHORI_431223
世界杯小组赛,Group J,4,Jordan,MOHAMMAD ABUHASHEESH,DF,2,JOR,1995/5/9,31,179,74,433526,https://digitalhub.fifa.com/transform/8eb95381-e0eb-4965-8602-af3d79e14e66/MOHAMMAD-ABUHASHEESH_433526
世界杯小组赛,Group J,4,Jordan,ABDALLAH NASIB,DF,3,JOR,1994/2/25,32,184,78,433527,https://digitalhub.fifa.com/transform/0f29b15d-1537-42c4-889b-ce58534b5b59/ABDALLAH-NASIB_433527
世界杯小组赛,Group J,4,Jordan,HUSAM ABUDAHAB,DF,4,JOR,2000/5/13,26,186,81,489550,https://digitalhub.fifa.com/transform/90bde687-8728-4d4d-aa72-524b2b251caa/HUSAM-ABUDAHAB_489550
世界杯小组赛,Group J,4,Jordan,YAZAN ALARAB,DF,5,JOR,1996/1/31,30,185,87,431225,https://digitalhub.fifa.com/transform/f69b7b80-4362-431e-9e25-32c7d0a92c88/YAZAN-ALARAB_431225
世界杯小组赛,Group J,4,Jordan,MOHAMMAD ABUALNADI,DF,16,JOR,2001/2/8,25,185,80,489551,https://digitalhub.fifa.com/transform/e4e0ffbc-e1af-44f4-8c2e-50bd2dffc4c4/MOHAMMAD-ABUALNADI_489551
世界杯小组赛,Group J,4,Jordan,SALEEM OBAID,DF,17,JOR,1992/1/17,34,187,82,499102,https://digitalhub.fifa.com/transform/647ecc0e-11c2-4d0e-9b48-2d8137a00b85/SALEEM-OBAID_499102
世界杯小组赛,Group J,4,Jordan,SAED ALROSAN,DF,19,JOR,1997/2/1,29,186,83,431219,https://digitalhub.fifa.com/transform/432e3e68-f3d2-4bdf-bc69-1523ff9c2333/SAED-ALROSAN_431219
世界杯小组赛,Group J,4,Jordan,EHSAN HADDAD,DF,23,JOR,1994/2/5,32,174,78,389437,https://digitalhub.fifa.com/transform/59f676b5-4f37-4206-8c37-5c2aecdd3b9e/EHSAN-HADDAD_389437
世界杯小组赛,Group J,4,Jordan,ANAS BADAWI,DF,26,JOR,1997/9/13,28,174,70,511889,https://digitalhub.fifa.com/transform/c5fbd430-c7f3-4d67-9d16-e7f4e17a872a/ANAS-BADAWI_511889
世界杯小组赛,Group J,4,Jordan,AMER JAMOUS,MF,6,JOR,2002/7/3,23,177,76,491167,https://digitalhub.fifa.com/transform/554abed3-9771-464a-a75d-ac4c1f550eca/AMER-JAMOUS_491167
世界杯小组赛,Group J,4,Jordan,NOOR ALRAWABDEH,MF,8,JOR,1997/2/24,29,182,75,431230,https://digitalhub.fifa.com/transform/1d0f7594-2192-4227-9ad5-696e4212f0ee/NOOR-ALRAWABDEH_431230
世界杯小组赛,Group J,4,Jordan,RAJAEI AYED,MF,14,JOR,1993/7/25,32,175,70,384850,https://digitalhub.fifa.com/transform/98cfccc5-8732-4a13-a4ec-127c4e886d90/RAJAEI-AYED_384850
世界杯小组赛,Group J,4,Jordan,IBRAHIM SADEH,MF,15,JOR,2000/4/27,26,175,70,431209,https://digitalhub.fifa.com/transform/e6579a9e-8548-4bdb-bbef-36f3fb6c1b81/IBRAHIM-SADEH_431209
世界杯小组赛,Group J,4,Jordan,MOHAMMAD ABUGHOUSH,MF,18,JOR,2005/7/13,20,182,80,520068,https://digitalhub.fifa.com/transform/5ee84ee8-8e6a-4a6d-aff9-42538c323659/MOHAMMAD-ABUGHOUSH_520068
世界杯小组赛,Group J,4,Jordan,MOHANNAD ABUTAHA,MF,20,JOR,2003/2/2,23,173,76,479389,https://digitalhub.fifa.com/transform/8ba117bd-6dd8-4fc7-aecd-47cf173c362c/MOHANNAD-ABUTAHA_386415
世界杯小组赛,Group J,4,Jordan,NIZAR ALRASHDAN,MF,21,JOR,1999/3/23,27,183,74,433534,https://digitalhub.fifa.com/transform/59b03f3e-6636-4277-bca1-698bde2070b9/NIZAR-ALRASHDAN_433534
世界杯小组赛,Group J,4,Jordan,MOHAMMAD ALDAOUD,MF,25,JOR,1992/4/12,34,185,81,45191,https://digitalhub.fifa.com/transform/479933f0-a2bb-4231-88ea-3bf2c826ed54/MOHAMMAD-ALDAOUD_45191
世界杯小组赛,Group J,4,Jordan,MOHAMMAD ABUZRAIQ,FW,7,JOR,1997/12/30,28,170,70,431208,https://digitalhub.fifa.com/transform/14c04e8c-82ca-4feb-83ff-f89fa146d91f/MOHAMMAD-ABUZRAIQ_431208
世界杯小组赛,Group J,4,Jordan,ALI OLWAN,FW,9,JOR,2000/3/26,26,182,81,431212,https://digitalhub.fifa.com/transform/f9806f7c-f81f-4653-a81a-9bbcfcd587c9/ALI-OLWAN_431212
世界杯小组赛,Group J,4,Jordan,MOUSA ALTAMARI,FW,10,JOR,1997/6/10,29,176,70,431211,https://digitalhub.fifa.com/transform/e999f9d2-7ca2-4d4d-b7ba-33c1ee96b375/MOUSA-ALTAMARI_431211
世界杯小组赛,Group J,4,Jordan,ODEH FAKHOURY,FW,11,JOR,2005/11/22,20,180,69,511875,https://digitalhub.fifa.com/transform/07e6d74d-1e09-4278-97e4-4b0bfcba2de8/ODEH-FAKHOURY_511875
世界杯小组赛,Group J,4,Jordan,MAHMOUD ALMARDI,FW,13,JOR,1993/10/6,32,173,72,396950,https://digitalhub.fifa.com/transform/1e7a3a2d-fca9-400e-8a5a-244eadc0fb92/MAHMOUD-ALMARDI_396950
世界杯小组赛,Group J,4,Jordan,ALI AZAIZEH,FW,24,JOR,2004/4/13,22,178,77,498514,https://digitalhub.fifa.com/transform/1097b48f-74a2-4506-97b3-2dd48364441a/ALI-AZAIZEH_498514
世界杯小组赛,Group A,3,Korea Republic,KIM Seunggyu,GK,1,KOR,1990/9/30,35,187,80,274281,https://digitalhub.fifa.com/transform/d4c2a3d5-e369-4813-97eb-16669f83dd78/KIM-Seunggyu_274281
世界杯小组赛,Group A,3,Korea Republic,SONG Bumkeun,GK,12,KOR,1997/10/15,28,196,90,402820,https://digitalhub.fifa.com/transform/a45e87b1-92c4-4d33-ac9b-1bca03075996/SONG-Bumkeun_402820
世界杯小组赛,Group A,3,Korea Republic,JO Hyeonwoo,GK,21,KOR,1991/9/25,34,189,75,397753,https://digitalhub.fifa.com/transform/15bfe432-3e69-4900-b736-50ee6fd20cb5/JO-Hyeonwoo_397753
世界杯小组赛,Group A,3,Korea Republic,LEE Hanbeom,DF,2,KOR,2002/6/17,24,188,72,423874,https://digitalhub.fifa.com/transform/5486bd22-b834-4885-acde-af11531a61ba/LEE-Hanbeom_423874
世界杯小组赛,Group A,3,Korea Republic,KIM Minjae,DF,4,KOR,1996/11/15,29,190,83,395088,https://digitalhub.fifa.com/transform/743f3b76-7c6e-484c-8f62-4f4e22c082ae/KIM-Minjae_395088
世界杯小组赛,Group A,3,Korea Republic,KIM Taehyeon,DF,5,KOR,2000/9/17,25,186,83,418485,https://digitalhub.fifa.com/transform/34616f93-215c-4a2f-8fcc-4f22a8732d64/KIM-Taehyeon_418485
世界杯小组赛,Group A,3,Korea Republic,LEE Taeseok,DF,13,KOR,2002/7/28,23,174,71,423880,https://digitalhub.fifa.com/transform/f2a9ce7b-5d5a-4ec7-9def-79407ccc338b/LEE-Taeseok_423880
世界杯小组赛,Group A,3,Korea Republic,CHO Wije,DF,14,KOR,2001/8/25,24,190,80,522282,https://digitalhub.fifa.com/transform/11bf36a2-f7f4-4078-978f-70d1119d8f7f/CHO-Wije_522282
世界杯小组赛,Group A,3,Korea Republic,KIM Moonhwan,DF,15,KOR,1995/8/1,30,173,64,448580,https://digitalhub.fifa.com/transform/352f1315-e0c8-46fd-b0f4-5f56cac5ff18/KIM-Moonhwan_448580
世界杯小组赛,Group A,3,Korea Republic,PARK Jinseob,DF,16,KOR,1995/10/23,30,183,80,479316,https://digitalhub.fifa.com/transform/a335e21c-19b8-4406-a3fb-e40bc056bd9f/PARK-Jinseob_479316
世界杯小组赛,Group A,3,Korea Republic,SEOL Youngwoo,DF,22,KOR,1998/12/5,27,180,72,429608,https://digitalhub.fifa.com/transform/db3b1a56-6cf2-42ad-9d02-139333d68f38/SEOL-Youngwoo_429608
世界杯小组赛,Group A,3,Korea Republic,CASTROP Jens,DF,23,KOR,2003/7/29,22,178,71,511828,https://digitalhub.fifa.com/transform/d758ee8c-58aa-4562-8b5c-96612458f567/CASTROP-Jens_511828
世界杯小组赛,Group A,3,Korea Republic,LEE Gihyuk,MF,3,KOR,2000/7/7,25,184,72,492315,https://digitalhub.fifa.com/transform/d52ff87a-7e84-497a-bb8e-3feb453ea7c6/LEE-Gihyuk_492315
世界杯小组赛,Group A,3,Korea Republic,HWANG Inbeom,MF,6,KOR,1996/9/20,29,177,70,395084,https://digitalhub.fifa.com/transform/70be8ce3-bc90-4585-8871-a951dabf811e/HWANG-Inbeom_395084
世界杯小组赛,Group A,3,Korea Republic,PAIK Seungho,MF,8,KOR,1997/3/17,29,182,72,402817,https://digitalhub.fifa.com/transform/369d8cea-dbe3-48fb-8a8a-e55180bf1fca/PAIK-Seungho_402817
世界杯小组赛,Group A,3,Korea Republic,LEE Jaesung,MF,10,KOR,1992/8/10,33,180,70,390525,https://digitalhub.fifa.com/transform/daa227b2-f837-4fc4-bdc3-b5436c92b2e6/LEE-Jaesung_390525
世界杯小组赛,Group A,3,Korea Republic,HWANG Heechan,MF,11,KOR,1996/1/26,30,177,77,395083,https://digitalhub.fifa.com/transform/8460686d-d2c7-4d3e-98a5-f797400470ed/HWANG-Heechan_395083
世界杯小组赛,Group A,3,Korea Republic,BAE Junho,MF,17,KOR,2003/8/21,22,180,70,464374,https://digitalhub.fifa.com/transform/58d034cc-0ae7-4caf-b6d1-41d12d129dd2/BAE-Junho_464374
世界杯小组赛,Group A,3,Korea Republic,LEE Kangin,MF,19,KOR,2001/2/19,25,174,72,418490,https://digitalhub.fifa.com/transform/a54e995b-caa3-43c4-981f-b54ada7f678d/LEE-Kangin_418490
世界杯小组赛,Group A,3,Korea Republic,YANG Hyunjun,MF,20,KOR,2002/5/25,24,179,73,448585,https://digitalhub.fifa.com/transform/537b866b-290c-4da9-a0bb-5984410d1509/YANG-Hyunjun_448585
世界杯小组赛,Group A,3,Korea Republic,KIM Jingyu,MF,24,KOR,1997/2/24,29,177,68,430385,https://digitalhub.fifa.com/transform/b2fd3864-92cd-4846-8be2-880887b9c3ac/KIM-Jingyu_430385
世界杯小组赛,Group A,3,Korea Republic,EOM Jisung,MF,25,KOR,2002/5/9,24,177,70,423855,https://digitalhub.fifa.com/transform/f45da0fb-c909-4517-81e8-9a69347ac43c/EOM-Jisung_423855
世界杯小组赛,Group A,3,Korea Republic,LEE Donggyeong,MF,26,KOR,1997/9/20,28,175,68,429600,https://digitalhub.fifa.com/transform/5bef6cf8-e976-4ab2-89e1-6f8a886712f9/LEE-Donggyeong_429600
世界杯小组赛,Group A,3,Korea Republic,SON Heungmin,FW,7,KOR,1992/7/8,33,183,76,307849,https://digitalhub.fifa.com/transform/f9694bf1-eb42-4d26-9503-e988bd32a435/SON-Heungmin_307849
世界杯小组赛,Group A,3,Korea Republic,CHO Guesung,FW,9,KOR,1998/1/25,28,188,82,430387,https://digitalhub.fifa.com/transform/6efa6506-c1f1-4659-8249-9bc800f32691/CHO-Guesung_430387
世界杯小组赛,Group A,3,Korea Republic,OH Hyeongyu,FW,18,KOR,2001/4/12,25,183,72,448586,https://digitalhub.fifa.com/transform/e273b84d-3432-4404-8c33-7ecaaa2bc214/OH-Hyeongyu_448586
世界杯小组赛,Group A,1,Mexico,Raul RANGEL,GK,1,MEX,2000/2/25,26,190,87,485070,https://digitalhub.fifa.com/transform/3ea092ae-841d-4dc6-9ca0-78eb4dfb97c7/RANGEL-Raul_485070
世界杯小组赛,Group A,1,Mexico,Carlos ACEVEDO,GK,12,MEX,1996/4/19,30,185,82,441260,https://digitalhub.fifa.com/transform/b84beeec-be0c-493f-85fd-362bf0ead5c6/ACEVEDO-Carlos_441260
世界杯小组赛,Group A,1,Mexico,Guillermo OCHOA,GK,13,MEX,1985/7/13,40,185,76,215285,https://digitalhub.fifa.com/transform/fedeac9f-968d-4d4c-b08a-5b2bf157c396/OCHOA-Guillermo_215285
世界杯小组赛,Group A,1,Mexico,Jorge SANCHEZ,DF,2,MEX,1997/12/10,28,176,72,403596,https://digitalhub.fifa.com/transform/8640d435-8aba-4b52-a864-9952d3a6db5c/SANCHEZ-Jorge_403596
世界杯小组赛,Group A,1,Mexico,Cesar MONTES,DF,3,MEX,1997/2/24,29,191,70,395516,https://digitalhub.fifa.com/transform/c8c3fa3a-9001-4221-ab3c-754158c0ad8a/MONTES-Cesar_395516
世界杯小组赛,Group A,1,Mexico,Edson ALVAREZ,DF,4,MEX,1997/10/24,28,180,76,400634,https://digitalhub.fifa.com/transform/b1581870-6bef-4c29-9a06-f306bbf03ca8/ALVAREZ-Edson_400634
世界杯小组赛,Group A,1,Mexico,Johan VASQUEZ,DF,5,MEX,1998/10/22,27,182,72,425701,https://digitalhub.fifa.com/transform/838cb65f-3d60-4acb-855d-35a364c25f1a/VASQUEZ-Johan_425701
世界杯小组赛,Group A,1,Mexico,Israel REYES,DF,15,MEX,2000/5/23,26,181,78,441261,https://digitalhub.fifa.com/transform/1e7c7c32-135c-46ba-9aff-429bfb1478aa/REYES-Israel_441261
世界杯小组赛,Group A,1,Mexico,Mateo CHAVEZ,DF,20,MEX,2004/5/12,22,178,73,500038,https://digitalhub.fifa.com/transform/8e8884ee-8964-4fb7-82d8-8a5d341e79a6/CHAVEZ-Mateo_500038
世界杯小组赛,Group A,1,Mexico,Jesus GALLARDO,DF,23,MEX,1994/8/15,31,174,71,402772,https://digitalhub.fifa.com/transform/f1417540-93cb-4b82-9cfe-223e877d5923/GALLARDO-Jesus_402772
世界杯小组赛,Group A,1,Mexico,Erik LIRA,MF,6,MEX,2000/5/8,26,172,70,419518,https://digitalhub.fifa.com/transform/83109586-542d-4950-83eb-f3388757ef90/LIRA-Erik_419518
世界杯小组赛,Group A,1,Mexico,Luis ROMO,MF,7,MEX,1995/6/5,31,183,81,430763,https://digitalhub.fifa.com/transform/bc7f864e-c553-4995-9eb3-62139e29a7d7/ROMO-Luis_430763
世界杯小组赛,Group A,1,Mexico,Alvaro FIDALGO,MF,8,MEX,1997/4/9,29,175,66,416576,https://digitalhub.fifa.com/transform/fda68f1a-eceb-4219-8f1b-ed6b1f2e37ed/FIDALGO-Alvaro_416576
世界杯小组赛,Group A,1,Mexico,Orbelin PINEDA,MF,17,MEX,1996/3/24,30,169,70,372090,https://digitalhub.fifa.com/transform/ef0f99d9-6838-4b25-8a18-ecd9638bd51f/PINEDA-Orbelin_372090
世界杯小组赛,Group A,1,Mexico,Obed VARGAS,MF,18,MEX,2005/8/5,20,175,70,461177,https://digitalhub.fifa.com/transform/c0990d50-6120-459c-a66a-bd91ee7e46bc/VARGAS-Obed_461177
世界杯小组赛,Group A,1,Mexico,Gilberto MORA,MF,19,MEX,2008/10/14,17,175,75,500037,https://digitalhub.fifa.com/transform/028c85e0-509a-43c4-904a-58ce2d4f6f24/MORA-Gilberto_500037
世界杯小组赛,Group A,1,Mexico,Luis CHAVEZ,MF,24,MEX,1996/1/15,30,178,75,448051,https://digitalhub.fifa.com/transform/a09b97d9-6b02-45d4-aae8-b8ed274e5634/CHAVEZ-Luis_448051
世界杯小组赛,Group A,1,Mexico,Brian GUTIERREZ,MF,26,MEX,2003/6/17,23,178,68,464533,https://digitalhub.fifa.com/transform/dbca9708-0922-4d1d-97cb-1aa53696d6bd/GUTIERREZ-Brian_464533
世界杯小组赛,Group A,1,Mexico,Raul JIMENEZ,FW,9,MEX,1991/5/5,35,188,79,356731,https://digitalhub.fifa.com/transform/ec48d7a7-0cf7-4fc8-b999-e3c15fee5e98/JIMENEZ-Raul_356731
世界杯小组赛,Group A,1,Mexico,Alexis VEGA,FW,10,MEX,1997/11/25,28,175,73,430766,https://digitalhub.fifa.com/transform/eeeba73b-bc80-47f5-a1ff-f38f94ff2ee0/VEGA-Alexis_430766
世界杯小组赛,Group A,1,Mexico,Santiago GIMENEZ,FW,11,MEX,2001/4/18,25,180,75,430759,https://digitalhub.fifa.com/transform/0e27d0c6-e057-4d0c-a603-3843fcd0c542/GIMENEZ-Santiago_430759
世界杯小组赛,Group A,1,Mexico,Armando GONZALEZ,FW,14,MEX,2003/4/20,23,182,74,514336,https://digitalhub.fifa.com/transform/81ce3e70-d37d-4109-b423-8cc7732527a1/GONZALEZ-Armando_514336
世界杯小组赛,Group A,1,Mexico,Julian QUINONES,FW,16,MEX,1997/3/24,29,177,78,429157,https://digitalhub.fifa.com/transform/ea06becb-97b2-4f89-8464-5e0854cb7f81/QUINONES-Julian_429157
世界杯小组赛,Group A,1,Mexico,Cesar HUERTA,FW,21,MEX,2000/12/3,25,171,61,406135,https://digitalhub.fifa.com/transform/c5a00320-abe6-4d97-9892-e4afaf601fed/HUERTA-Cesar_406135
世界杯小组赛,Group A,1,Mexico,Guillermo MARTINEZ,FW,22,MEX,1995/3/15,31,191,87,386339,https://digitalhub.fifa.com/transform/7f04e2d8-1f0b-491e-8551-5a856979bc97/MARTINEZ-Guillermo_386339
世界杯小组赛,Group A,1,Mexico,Roberto ALVARADO,FW,25,MEX,1998/9/7,27,176,74,403585,https://digitalhub.fifa.com/transform/b1a8a14a-2a27-4524-a6ed-679aca39d35d/ALVARADO-Roberto_403585
世界杯小组赛,Group C,2,Morocco,Yassine BOUNOU,GK,1,MAR,1991/4/5,35,192,77,356956,https://digitalhub.fifa.com/transform/338ae8a7-8734-423e-ae54-2f783dba77ce/BOUNOU-Yassine_356956
世界杯小组赛,Group C,2,Morocco,Munir EL KAJOUI,GK,12,MAR,1989/5/10,37,190,79,395755,https://digitalhub.fifa.com/transform/20f762ed-3248-4b2d-8a4c-5f1e3891291f/EL-KAJOUI-Munir_395755
世界杯小组赛,Group C,2,Morocco,Ahmed Reda TAGNAOUTI,GK,22,MAR,1996/4/5,30,194,84,371553,https://digitalhub.fifa.com/transform/3efabccf-6fc5-4192-b000-ea89f4b63c06/TAGNAOUTI-Ahmed-Reda_371553
世界杯小组赛,Group C,2,Morocco,Achraf HAKIMI,DF,2,MAR,1998/11/4,27,180,78,400721,https://digitalhub.fifa.com/transform/22c6ca49-7262-4799-8a9f-530e427321ac/HAKIMI-Achraf_400721
世界杯小组赛,Group C,2,Morocco,Noussair MAZRAOUI,DF,3,MAR,1997/11/14,28,183,79,411680,https://digitalhub.fifa.com/transform/000d2b43-36ff-4fe5-90d8-23c96e555c56/MAZRAOUI-Noussair_411680
世界杯小组赛,Group C,2,Morocco,Marwane SAADANE,DF,5,MAR,1992/1/17,34,185,79,395760,https://digitalhub.fifa.com/transform/d46e989c-a503-485f-b507-57705654cd55/MARWANE-SAADANE_395760
世界杯小组赛,Group C,2,Morocco,Zakaria EL OUAHDI,DF,13,MAR,2001/12/31,24,171,69,485756,https://digitalhub.fifa.com/transform/beeb6801-c7ca-401a-b1ab-21db95f44198/EL-OUAHDI-Zakaria_485756
世界杯小组赛,Group C,2,Morocco,Issa Diop,DF,14,MAR,1997/1/9,29,194,88,403083,https://digitalhub.fifa.com/transform/a89dc777-6262-4c1e-8b22-a9a9e5bf7300/DIOP-Issa_403083
世界杯小组赛,Group C,2,Morocco,Chadi RIAD,DF,18,MAR,2003/6/17,23,186,78,448607,https://digitalhub.fifa.com/transform/074f7da4-2459-4f56-b245-0b496782d067/RIAD-Chadi_448607
世界杯小组赛,Group C,2,Morocco,Youssef BELAMMARI,DF,19,MAR,1998/9/20,27,175,70,494742,https://digitalhub.fifa.com/transform/616a2660-9465-4f4f-a565-e354f3890a81/BELAMMARI-Youssef_494742
世界杯小组赛,Group C,2,Morocco,Redouane HALHAL,DF,25,MAR,2003/3/5,23,189,82,485767,https://digitalhub.fifa.com/transform/e515f777-c663-46b0-87e3-9f467c48184f/HALHAL-Redouane_485767
世界杯小组赛,Group C,2,Morocco,Anass SALAH EDDINE,DF,26,MAR,2002/1/18,24,181,66,424071,https://digitalhub.fifa.com/transform/06a01d87-4cc8-4a19-b4c3-b4902454e44e/SALAH-EDDINE-Anass_424071
世界杯小组赛,Group C,2,Morocco,Sofyan AMRABAT,MF,4,MAR,1996/8/21,29,185,85,372266,https://digitalhub.fifa.com/transform/cf6efacc-6c34-4679-b833-b2c5371b4ee6/AMRABAT-Sofyan_372266
世界杯小组赛,Group C,2,Morocco,Ayyoub BOUADDI,MF,6,MAR,2007/10/2,18,185,75,485760,https://digitalhub.fifa.com/transform/37fafcb6-10c1-4e8d-b2a7-898ae14fa1a3/BOUADDI-Ayyoub_485760
世界杯小组赛,Group C,2,Morocco,Chemsdine TALBI,MF,7,MAR,2005/5/9,21,175,70,494293,https://digitalhub.fifa.com/transform/b6d54dcf-25e8-4e0f-a155-60e051b4a86e/TALBI-Chemsdine_494293
世界杯小组赛,Group C,2,Morocco,Azzedine OUNAHI,MF,8,MAR,2000/4/19,26,182,65,441307,https://digitalhub.fifa.com/transform/f823c3da-d540-436c-9b56-bfccdc4b51bc/OUNAHI-Azzedine_441307
世界杯小组赛,Group C,2,Morocco,Ismael SAIBARI,MF,11,MAR,2001/1/28,25,185,81,448598,https://digitalhub.fifa.com/transform/250526c6-26b5-4425-8a21-231c7952e34d/SAIBARI-Ismael_448598
世界杯小组赛,Group C,2,Morocco,Samir EL MOURABET,MF,15,MAR,2005/10/6,20,187,72,505097,https://digitalhub.fifa.com/transform/1c4672ea-a846-45f7-ae85-85ec7559a30c/EL-MOURABET-Samir_505097
世界杯小组赛,Group C,2,Morocco,Gessime YASSINE,MF,16,MAR,2005/11/22,20,172,56,505112,https://digitalhub.fifa.com/transform/dd763e4f-0cfe-44b1-8e18-ea842260c807/YASSINE-Gessime_505112
世界杯小组赛,Group C,2,Morocco,Bilal EL KHANNOUSS,MF,23,MAR,2004/5/10,22,180,70,448612,https://digitalhub.fifa.com/transform/8e73a0cb-8200-4870-b0bc-12901de8076f/EL-KHANNOUSS-Bilal_448612
世界杯小组赛,Group C,2,Morocco,Neil EL AYNAOUI,MF,24,MAR,2001/7/2,24,185,80,485740,https://digitalhub.fifa.com/transform/3d04af2c-60a8-48c8-be3e-d13bf5373c0c/EL-AYNAOUI-Neil_485740
世界杯小组赛,Group C,2,Morocco,Soufiane RAHIMI,FW,9,MAR,1996/6/2,30,180,75,433426,https://digitalhub.fifa.com/transform/7de765a2-f6c6-4d70-badd-a929c4cab547/RAHIMI-Soufiane_433426
世界杯小组赛,Group C,2,Morocco,Brahim DIAZ,FW,10,MAR,1999/8/3,26,170,68,430740,https://digitalhub.fifa.com/transform/b05c2233-cb0a-4abc-9413-e56ad25f0899/DIAZ-Brahim_430740
世界杯小组赛,Group C,2,Morocco,Amine SBAI,FW,17,MAR,2000/11/5,25,175,72,524320,https://digitalhub.fifa.com/transform/d75890bc-bbe6-46a2-ab20-5655effe3479/AMINE-SBAI_524320
世界杯小组赛,Group C,2,Morocco,Ayoub El Kaabi,FW,20,MAR,1993/6/25,33,182,80,411678,https://digitalhub.fifa.com/transform/207a8ba8-3f3f-4f86-9730-335f21c1924f/EL-KAABI-Ayoub_411678
世界杯小组赛,Group C,2,Morocco,Ayoube AMAIMOUNI,FW,21,MAR,2004/11/30,21,179,70,523288,https://digitalhub.fifa.com/transform/54730a6f-bb75-4909-b3c3-37441159d78e/AMAIMOUNI-Ayoub_523288
世界杯小组赛,Group F,1,Netherlands,Bart Verbruggen,GK,1,NED,2002/8/18,23,193,89,424081,https://digitalhub.fifa.com/transform/44bfd693-27d5-4d36-823e-5ff0e6cd2524/VERBRUGGEN-Bart_424081
世界杯小组赛,Group F,1,Netherlands,Robin ROEFS,GK,13,NED,2003/1/17,23,193,72,506028,https://digitalhub.fifa.com/transform/557e5592-2bf9-4d43-8d51-ee7e2881cb65/ROEFS-Robin_506028
世界杯小组赛,Group F,1,Netherlands,Mark FLEKKEN,GK,23,NED,1993/6/13,33,195,87,448151,https://digitalhub.fifa.com/transform/c3d85e26-25ec-46df-957c-9e5feee3faf3/FLEKKEN-Mark_448151
世界杯小组赛,Group F,1,Netherlands,Lutsharel GEERTRUIDA,DF,2,NED,2000/7/18,25,185,82,483553,https://digitalhub.fifa.com/transform/1248c411-1f1f-436d-9731-3b1c3b6db0e6/GEERTRUIDA-Lutsharel_483553
世界杯小组赛,Group F,1,Netherlands,Virgil VAN DIJK,DF,4,NED,1991/7/8,34,195,92,397786,https://digitalhub.fifa.com/transform/df0e21eb-c210-4ea6-ab2c-0ac13635a9f8/VAN-DIJK-Virgil_397786
世界杯小组赛,Group F,1,Netherlands,Nathan AKE,DF,5,NED,1995/2/18,31,180,84,336088,https://digitalhub.fifa.com/transform/e44b0c79-cb0b-4ce8-bace-7530a516371f/AKE-Nathan_336088
世界杯小组赛,Group F,1,Netherlands,Jan Paul VAN HECKE,DF,6,NED,2000/6/8,26,189,79,489517,https://digitalhub.fifa.com/transform/eb113fdd-d066-44a9-a0dc-7bf075fdc57f/VAN-HECKE-Jan-Paul_489517
世界杯小组赛,Group F,1,Netherlands,Mats WIEFFER,DF,12,NED,1999/11/16,26,189,78,483481,https://digitalhub.fifa.com/transform/df746a89-9b34-41d7-8d45-39dc4f010e12/WIEFFER-Mats_483481
世界杯小组赛,Group F,1,Netherlands,Micky VAN DE VEN,DF,15,NED,2001/4/19,25,193,81,448140,https://digitalhub.fifa.com/transform/f9f50877-4cd1-4ab9-83d8-2908ad6fbc70/VAN-DE-VEN-Micky_448140
世界杯小组赛,Group F,1,Netherlands,Denzel DUMFRIES,DF,22,NED,1996/4/18,30,188,80,436612,https://digitalhub.fifa.com/transform/f2a2746b-7691-40c4-a052-60db3219a856/DUMFRIES-Denzel_436612
世界杯小组赛,Group F,1,Netherlands,Jorrel HATO,DF,25,NED,2006/3/7,20,182,77,483512,https://digitalhub.fifa.com/transform/16b4bf89-fc63-492a-afd1-6f400e8eed92/HATO-Jorrel_483512
世界杯小组赛,Group F,1,Netherlands,Marten DE ROON,MF,3,NED,1991/3/29,35,186,76,402044,https://digitalhub.fifa.com/transform/bf755ec0-abe7-4790-ad87-a2dc6d709654/DE-ROON-Marten_402044
